person_id;loan_id;cb_id;idade;salario_anual;situacao_moradia;anos_trabalhados;motivo_emprestimo;pontuacao_emprestimo;valor_emprestimo;taxa_juros;inadimplencia;comprometimento_renda;historico_inadimplencia;tempo_credito
mxZQczPq-ltOQ;ZEvonLDn-fSF5;COFTXTjW-AK18;25,0;75600,0;Hipotecada;2.0;Pagamento_Debitos;A;14500,0;9.63;0,0;0.19;N;3
uqa7YzxP-0MGj;p3OwJaSJ-F58D;CQsrKszD-aoQl;23,0;90000,0;Alugada;7.0;Medico;C;5000,0;15.96;0,0;0.06;Y;3
ojrWfsHy-WKlK;3jrgnNck-qQap;Ak9hXGls-ID63;35,0;88000,0;Hipotecada;18.0;Medico;B;9800,0;12.69;0,0;0.11;N;10
rjPPztMk-uRdH;mETBPoPZ-b5GG;CzKoASPx-ojvm;30,0;102213,0;Alugada;3.0;Medico;D;25000,0;15.7;1,0;0.21;N;7
ubv3y9cN-5oyp;8JEqqdlp-Y1U0;UOwM1ARJ-iXxw;22,0;86000,0;Hipotecada;4.0;Pessoal;A;24000,0;7.51;0,0;0.28;N;2
gj0EXUAb-atc9;ftJTgukx-e77h;u6erhfgu-f7pr;28,0;126000,0;Hipotecada;12.0;Empreendimento;B;2000,0;9.99;0,0;0.02;N;10
wxOJIgEo-634U;M9zKSS1d-hWnv;o7ocZznZ-UIGM;31,0;85000,0;Hipotecada;15.0;Pessoal;A;4500,0;6.54;0,0;0.05;N;6
1GRJyZsP-Kgl6;Yf3USGxd-asiH;qyz2UHDq-Z1on;34,0;42000,0;Alugada;2.0;Medico;B;2500,0;10.59;0,0;0.06;N;6
uatAYfDa-vD2O;OyXZ6yrj-bahx;6esI22DW-5FOy;25,0;72700,0;Alugada;4.0;Melhora_Lar;D;7000,0;14.84;0,0;0.1;Y;2
gO5v7pW2-QdKa;JBGl55yn-3Znr;wBP8R1xR-Dmcc;35,0;40000,0;Propria;0.0;Pessoal;A;5000,0;6.92;0,0;0.13;N;5
ixtd7nTH-QnkP;lr8dIeEI-dbnl;uj34xqIn-MoA3;33,0;60000,0;Alugada;5.0;Educativo;A;10000,0;5.79;0,0;0.17;N;5
tJpSyolY-ijrF;th70ciHB-fM3h;r7C9PxH4-Fm9A;32,0;108000,0;Alugada;16.0;Pessoal;A;6125,0;5.99;1,0;0.06;N;5
vkLjRMDs-tMF5;GMqMJBH2-xIS7;2Iesxvyu-DzAl;38,0;108000,0;Alugada;6.0;Melhora_Lar;C;11000,0;13.49;0,0;0.1;N;12
JlYTFK2e-5Y9b;MUEcEO1H-jd8t;ebQiWEYb-xikC;32,0;89000,0;Alugada;0.0;Medico;A;12000,0;8.94;0,0;0.13;N;6
eloerfSg-wnwb;vTuvtyiw-S7Y2;uI9XsqZh-Nn9Z;28,0;28000,0;Alugada;3.0;Empreendimento;A;3000,0;6.91;0,0;0.11;N;10
4PQSMD5c-n9J5;wY17bFvU-75Py;jIN59Fcd-GxN1;23,0;46000,0;Alugada;2.0;Empreendimento;D;6800,0;15.65;1,0;0.15;Y;4
uFmLi1Ni-j8Od;jUXYcqzv-zD1T;lTPo5Z5O-lJDc;58,0;27000,0;Alugada;0.0;Melhora_Lar;D;3500,0;16.0;1,0;0.13;Y;21
6NvRwBbc-o52G;nopnMJkd-Zj7c;ceNCy8lv-crWm;24,0;71000,0;Hipotecada;8.0;Educativo;B;20000,0;11.36;0,0;0.28;N;2
KX9nurGm-G1C5;9cpMlCU6-H6ie;nqJjNbwI-Oarb;25,0;59600,0;Hipotecada;5.0;Educativo;E;6000,0;16.45;1,0;0.1;N;4
4OdIkGMO-Z7Oa;ZhQ8eJ2F-JyqO;bP0vNebP-piLM;26,0;43000,0;Alugada;5.0;Medico;A;7800,0;7.88;0,0;0.18;N;2
aXUNOKx6-iJWC;kFnLShui-GFlT;qOSM1AYk-ovfd;24,0;28800,0;Alugada;2.0;Medico;B;8875,0;0.0;1,0;0.31;N;4
5WECujSl-Pxtj;XetMnL0B-WU21;5JufbWSu-xKeN;24,0;55000,0;Alugada;5.0;Melhora_Lar;A;10000,0;5.42;0,0;0.18;N;2
0stWhpki-vG5Z;eREEG1KY-akZ1;LqXtwdCq-Cy6a;30,0;111000,0;Alugada;3.0;Empreendimento;C;15450,0;10.91;0,0;0.14;Y;7
LSoXgeHo-pfMw;n8Lqacvo-6zcA;sip33HCF-nXwJ;34,0;38400,0;Alugada;3.0;Medico;A;10000,0;7.49;0,0;0.26;N;6
Zf2xAXaZ-e9fC;77yb4gXk-Q5Of;Nc7yaOg4-Ysv8;22,0;42000,0;Propria;3.0;Empreendimento;A;7000,0;0.0;0,0;0.17;N;3
R3XUEoLU-tcvG;zSlRTv9t-JnYS;vNikMFUU-62jC;40,0;45996,0;Alugada;4.0;Pagamento_Debitos;D;20000,0;14.61;1,0;0.43;N;11
mmDs37By-XJlv;S9ZgSjGf-hdUA;qObuxx1D-XRww;25,0;75000,0;Alugada;9.0;Pessoal;A;10000,0;7.49;0,0;0.13;N;3
guFdcytZ-qpxP;RYDNSh6F-uKnJ;YUSJvJ6Z-Z1dH;29,0;33996,0;Alugada;11.0;Educativo;C;4000,0;13.47;1,0;0.12;N;7
od6xsDck-EOm8;z0W1cKBJ-qbop;ePseawBy-AARy;28,0;65984,0;Alugada;12.0;Medico;D;10000,0;15.33;1,0;0.13;N;5
7nNasXp7-gaH9;L82Rnhzv-0g4E;GhUDyKyy-ZwwS;32,0;65000,0;Alugada;16.0;Pagamento_Debitos;C;12400,0;13.49;0,0;0.19;Y;6
lyvPnMDa-jRzQ;3LRJeKA3-MyjK;dKgLfoZ5-L9hp;26,0;64000,0;Hipotecada;2.0;Pessoal;D;8000,0;14.96;0,0;0.13;Y;2
5dGUzZFK-1Zpr;OjTmwjiw-n43T;m3whjXIK-iDXM;23,0;216000,0;Hipotecada;5.0;Pagamento_Debitos;A;21000,0;8.9;0,0;0.1;N;3
QfpLnX3E-QGGr;oR682YKl-6EDL;KvmJfv3x-2FfP;23,0;78000,0;Hipotecada;7.0;Educativo;B;2400,0;12.42;0,0;0.03;N;2
pMzIWPiE-KIz1;PwLrA2if-YU71;Ao1PYwHM-g7wm;24,0;50160,0;Hipotecada;2.0;Educativo;D;6000,0;15.62;1,0;0.12;N;2
yOy3TO5v-8org;aiRUW5dl-4ubD;70ytLz2B-Snf8;36,0;55000,0;Alugada;8.0;Empreendimento;A;7500,0;8.9;0,0;0.14;N;13
gEx18EXF-bMoS;C0w9dk6k-aJ5p;M7rFXURx-auFZ;32,0;28800,0;Alugada;16.0;Medico;B;5000,0;10.59;0,0;0.17;N;9
KxqN1d1a-eCA6;LElzzcEj-IGvm;BXTfmWQq-UCLz;30,0;95000,0;Hipotecada;0.0;Pagamento_Debitos;A;10000,0;7.51;0,0;0.11;N;9
YsxzG1fg-69S7;oZ1g1ixb-vk6q;0gxdgLSO-iG6j;34,0;103363,0;Hipotecada;4.0;Pagamento_Debitos;B;15000,0;0.0;0,0;0.15;N;8
MCTnkovx-OkZI;wQFS87yA-69IY;1BNbfBPb-9no0;26,0;59600,0;Hipotecada;9.0;Empreendimento;E;21000,0;16.45;1,0;0.35;N;2
HkIcCbuI-Mse4;KCUmdK79-EahS;YW6alfuR-PyoJ;27,0;65000,0;Alugada;12.0;Medico;C;5000,0;13.99;0,0;0.08;Y;7
vm42yW1I-l3ke;kJi3ErAt-4aW8;Hf8sSWIp-B36K;22,0;42000,0;Alugada;5.0;Pagamento_Debitos;A;17000,0;7.66;1,0;0.4;N;4
od5DtlEH-zQd5;QqhAQm30-JFH5;pNjQ67fl-bD4h;30,0;70000,0;Alugada;0.0;Medico;C;3000,0;13.98;0,0;0.04;N;9
iBcQHBr1-evAX;UdC9djGi-IYLl;cw5145g2-ZtgH;23,0;69996,0;Propria;2.0;Empreendimento;B;10000,0;0.0;0,0;0.14;N;3
wKIGGIWE-wah3;0XdpvsuZ-7wmn;BfikFWql-gtJL;27,0;40000,0;Alugada;10.0;Pagamento_Debitos;B;10000,0;11.36;0,0;0.25;N;5
UgR4tvID-FkK7;Kgz96sRx-Rqtc;7agW3GNv-CH5u;25,0;43200,0;Alugada;3.0;Empreendimento;C;3000,0;13.8;0,0;0.07;N;2
yqCwFzt6-2D1d;jN5rmHM1-nvHn;OZ123hcq-a3sP;23,0;60000,0;Alugada;1.0;Empreendimento;B;8000,0;12.21;0,0;0.13;N;4
w7nrA5qh-DQmQ;x2v0ueQ3-65Kc;qPGkRqkB-fAUx;30,0;45600,0;Hipotecada;0.0;Pessoal;A;6400,0;8.94;0,0;0.14;N;7
ZSCaY9Rc-iwjZ;uRZ06p11-nI82;xaJMEkN8-1Jzl;21,0;39996,0;Hipotecada;5.0;Pessoal;B;8000,0;10.25;0,0;0.2;N;4
haJIOpar-jBXp;y73BJ668-UFPC;NEZ0FRa0-LxIa;24,0;49200,0;Propria;8.0;Pessoal;C;4000,0;13.06;0,0;0.08;Y;3
UnzPBobb-f4bM;c0wnxMK8-YwDX;XH6XZwdz-5bNT;29,0;60000,0;Hipotecada;2.0;Melhora_Lar;A;1500,0;6.03;0,0;0.03;N;9
fxeekaL9-xxru;dhvlg8J5-o6Mp;jWK5vttF-DGIK;35,0;33600,0;Alugada;8.0;Empreendimento;D;3200,0;16.49;0,0;0.1;Y;5
rS1qrakl-nHQ7;koFmCAfD-34gy;EtnCMmKp-I0ou;21,0;72252,0;Hipotecada;0.0;Empreendimento;A;8000,0;6.99;0,0;0.11;N;2
m3DxImBz-WIiO;qUtrFD0W-5zaK;RCnQ6j24-31Rl;28,0;85000,0;Hipotecada;8.0;Pessoal;A;12500,0;7.49;0,0;0.15;N;7
8MkTdxg3-r50Z;nr4dGLZT-YH5S;7ASq6rvH-UYWN;23,0;20400,0;Alugada;5.0;Educativo;D;5500,0;0.0;0,0;0.27;N;2
9uunGKRZ-IU1h;HGGlg87P-aDf8;m6xKXMHW-1LDt;26,0;66000,0;Alugada;2.0;Educativo;A;7500,0;6.62;0,0;0.11;N;2
ONgXexPH-FlJF;2B3ADEjJ-ekFz;x9SH2Lsh-mKFM;23,0;54000,0;Alugada;1.0;Empreendimento;B;20000,0;11.83;1,0;0.37;N;4
c48jdkKJ-yRSH;1IC4J0kM-JLXC;pWP8HIA5-boOd;33,0;92500,0;Alugada;4.0;Empreendimento;D;17500,0;15.28;0,0;0.19;N;6
NtTgThjI-cGag;UKiWbOIQ-8sLd;S3j7psOE-M0u5;35,0;24000,0;Hipotecada;14.0;Pagamento_Debitos;A;4000,0;7.49;0,0;0.17;N;7
Q6Ky6UtP-7hjb;arAp8q1t-Ki9W;PIbtCvUw-qf3K;30,0;67000,0;Hipotecada;6.0;Melhora_Lar;A;10000,0;6.99;0,0;0.15;N;6
BLcWe8aF-2oxZ;k3oEzjxw-dYwY;RNQtTJIM-Pq3z;33,0;75000,0;Hipotecada;13.0;Empreendimento;D;4000,0;14.11;0,0;0.05;N;7
YyI8ZgqE-n60B;xLiTKtbf-Rnyr;bvNM69uA-Bjrk;22,0;60000,0;Hipotecada;1.0;Educativo;B;17000,0;9.45;0,0;0.28;N;4
sPBJq3Ci-WXrc;3QJ4ItuC-WbD5;UnqQ5iBi-dXLF;24,0;133000,0;Propria;4.0;Empreendimento;A;4000,0;7.4;0,0;0.03;N;3
ghKMJFdo-3UFT;WfS7K8QI-CqSP;pB3tSF2Q-Mv40;28,0;57000,0;Alugada;2.0;Melhora_Lar;C;6000,0;13.49;0,0;0.11;Y;8
Ni5D522h-hf8J;INY9LF2P-UAEp;NEM2GyJH-iA8y;28,0;65000,0;Hipotecada;6.0;Pessoal;D;22000,0;15.65;0,0;0.34;N;5
cd3kq4BJ-slrI;8tTnkHbI-McpB;hye1O3La-wQBh;26,0;103000,0;Hipotecada;10.0;Educativo;D;5000,0;14.96;0,0;0.05;N;4
GC9vEFks-Im0E;uaoMYE65-GRdA;BEkw6RKQ-H4UH;24,0;41280,0;Alugada;3.0;Empreendimento;D;11000,0;15.28;0,0;0.27;N;3
uhceBUWH-x4Gb;ZR2shNvX-Ajf1;LaY8JOHF-Zk0C;29,0;42500,0;Alugada;9.0;Empreendimento;A;15000,0;7.88;1,0;0.35;N;7
lNgK2deW-TQkv;dnGceIxZ-q9IA;am3l9L3W-tfnW;27,0;75000,0;Alugada;1.0;Melhora_Lar;B;20000,0;0.0;0,0;0.27;N;6
jihtnqIM-l3Wm;ZXvEWTRv-JQXI;piclsXa6-nFdd;30,0;60000,0;Alugada;8.0;Medico;A;5000,0;0.0;0,0;0.08;N;8
FhZl8Fm0-heAH;yfeGxkCG-bUZa;p4qpkOcp-ejHl;35,0;58000,0;Hipotecada;4.0;Medico;D;15000,0;13.99;1,0;0.26;Y;9
kYh9OMrs-Dgo0;sEsFKp9a-yRxE;F7oHvln0-ttum;23,0;60996,0;Alugada;7.0;Pessoal;C;14400,0;12.84;0,0;0.24;N;3
6U9REIkM-2x8Q;RmpHsgvW-wytJ;dA1uSW1z-oedX;29,0;186063,0;Hipotecada;14.0;Educativo;B;25000,0;10.46;0,0;0.13;N;6
PvFmDz4U-qg3K;TW8ooDzF-hEU8;tP1BMK7h-ecox;23,0;41000,0;Hipotecada;4.0;Medico;B;7500,0;10.71;0,0;0.18;N;2
x4wmx19K-JGLY;asbBrFy0-pqqC;QwaiISZK-X76u;30,0;66000,0;Hipotecada;8.0;Educativo;A;6000,0;7.68;0,0;0.09;N;8
5yvME8TA-HvKw;70XtWtea-lup2;1WmYFbM2-mTay;22,0;40000,0;Alugada;1.0;Pessoal;C;8500,0;14.35;0,0;0.21;Y;2
t55raTU1-r08w;EUXDn1yG-Dk2s;MoInNKl1-hvhl;28,0;57248,0;Hipotecada;1.0;Educativo;A;9000,0;6.92;0,0;0.16;N;7
Nf0l57HO-xBiD;B3ED5I6J-PisZ;fkaPci0P-zptW;31,0;275000,0;Hipotecada;9.0;Pessoal;C;25000,0;13.85;0,0;0.09;N;6
D8Sz0I2f-bESY;Yw2xKz9c-3ose;XM9h6Lvw-JxHY;26,0;24000,0;Alugada;0.0;Medico;D;3600,0;14.96;1,0;0.15;N;4
LoBc4fI8-geLM;NKxnlqf2-NRRr;6aCH8KFH-STI3;26,0;45000,0;Alugada;3.0;Medico;A;6000,0;7.49;0,0;0.13;N;2
jj9GKmJ8-a4c2;FNPW4tPa-7Cei;y4u96614-vZyW;33,0;42000,0;Propria;0.0;Empreendimento;B;5000,0;10.59;0,0;0.12;N;6
CSdxstlx-8mIo;7NsYjoqW-9Qss;pSCbch2x-rw1l;26,0;103000,0;Hipotecada;0.0;Pessoal;C;14000,0;13.57;1,0;0.14;N;4
M3z5giYC-Ycvz;lhAAl11Y-Lybb;Q7wcJRqS-1J7m;25,0;50160,0;Alugada;0.0;Pagamento_Debitos;D;3000,0;14.42;1,0;0.06;N;2
X6Hps2e8-GQcB;4hJ8AiIq-K3IU;0SWqX8cF-7jGg;35,0;25380,0;Hipotecada;3.0;Pagamento_Debitos;D;5000,0;0.0;1,0;0.2;N;10
ZacfcrlD-lZ4R;3bWkwtgT-qNhb;9QHSfyy5-S8CI;38,0;100280,0;Hipotecada;1.0;Empreendimento;B;17850,0;11.99;0,0;0.18;N;17
ghWobM6i-HvLL;CvxhG75k-z3Aa;D0M0jEmN-rl5o;22,0;23000,0;Alugada;6.0;Medico;B;10000,0;9.88;1,0;0.43;N;2
XSaM56Wr-xZw0;JvcDySGb-00oR;EHw5f4lt-tthW;26,0;55000,0;Hipotecada;10.0;Empreendimento;A;5000,0;6.92;0,0;0.09;N;3
fXWWlxh6-S4kx;3nSnUcjN-6Qt9;hoCiJgbj-6rPo;25,0;85000,0;Propria;1.0;Melhora_Lar;C;5000,0;13.79;0,0;0.06;Y;2
zhRrSIht-JLuv;WWHGm5kq-NCbI;GGQbtXP6-vSzL;23,0;50000,0;Alugada;5.0;Educativo;E;9200,0;15.68;0,0;0.18;N;2
hhnsDfUw-pvk9;yDfn4s8L-MWNl;vhy9owRL-MTYr;21,0;33600,0;Propria;6.0;Pessoal;C;9600,0;13.98;0,0;0.29;Y;4
20qzekPx-OU9z;jSQIsB9J-Dgc0;330Nrf9d-gplj;25,0;115000,0;Hipotecada;4.0;Empreendimento;C;25000,0;12.53;0,0;0.22;Y;4
cEaIwiKc-Y2ca;Bkj0odMp-XNwE;AiRNOkbC-jGBS;36,0;130000,0;Alugada;0.0;Medico;B;18000,0;11.71;0,0;0.14;N;14
8c81cG9o-aYn9;9EOFIOGR-Py2O;591GG2lB-WHvZ;31,0;42000,0;Alugada;3.0;Medico;B;5000,0;11.86;0,0;0.12;N;9
rqWYRwuN-H0i1;FkfcFtvu-D9Qq;EnPda5na-s8KZ;28,0;45000,0;Alugada;1.0;Pagamento_Debitos;B;10000,0;9.91;0,0;0.22;N;6
LHiNCTAj-LUj8;7Tvx6JjP-85it;CQoagprZ-6cEE;37,0;68500,0;Alugada;2.0;Pessoal;A;8000,0;7.51;0,0;0.12;N;16
45e29Xeh-WeqA;qhwkqhmr-4ytB;9CSNaZlT-EHw6;27,0;26000,0;Alugada;6.0;Medico;B;4000,0;10.25;0,0;0.15;N;10
AAff1Nl7-A4LK;eOb6Pbay-ZUlO;jMKLbgoO-hh5K;25,0;20868,0;Propria;0.0;Empreendimento;C;5375,0;13.49;0,0;0.26;Y;2
YYOUkgzQ-zg7b;WR6XRcl5-leE1;vdZ3XsxB-JCMs;22,0;61000,0;Alugada;3.0;Empreendimento;C;16000,0;0.0;0,0;0.26;Y;2
2DYBhjLz-rzYp;Nd1041IF-hIoH;FCm54ZbT-XIfG;27,0;26400,0;Alugada;2.0;Medico;A;2000,0;6.54;0,0;0.08;N;10
Y6ZgfNAh-gEpm;4oTN838P-ZRT7;i1uh8KzM-fymW;23,0;90000,0;Hipotecada;6.0;Pagamento_Debitos;A;12000,0;0.0;0,0;0.13;N;3
u6cKGuCH-tJGU;K4692ApP-GzWO;3n2jgFmn-Zfv2;27,0;70000,0;Hipotecada;0.0;Medico;B;33000,0;0.0;0,0;0.47;N;7
j7ejhaRP-4yjn;Wx52IXto-SSK1;wDXYb2wS-xR0H;30,0;32400,0;Hipotecada;13.0;Empreendimento;B;6500,0;0.0;0,0;0.2;N;5
OfSyjqUd-eDiy;51hPYzH0-Lho5;kE0HYlpY-m6uF;23,0;37000,0;Hipotecada;2.0;Educativo;A;10000,0;7.74;0,0;0.27;N;3
A4AZEpg9-OH9X;ccaXqoXU-d7PQ;tcgo5HpI-nm0t;26,0;77100,0;Alugada;6.0;Pagamento_Debitos;A;8350,0;6.99;0,0;0.11;N;3
p0T7WS0M-3EHI;foFNGy6r-cIl9;pjYrBpwq-xHn4;23,0;287000,0;Alugada;3.0;Educativo;B;24250,0;12.53;0,0;0.08;N;3
ldNGslLe-Rrer;HxjlmUMk-XOUF;p0LegE4F-7OjT;22,0;18000,0;Propria;3.0;Pessoal;A;3000,0;7.9;1,0;0.17;N;4
7ePM3ODr-RZJY;AkA0uxlY-lv25;5WXLbzuH-rRxv;27,0;41000,0;Alugada;11.0;Pagamento_Debitos;D;11000,0;15.33;1,0;0.27;Y;7
s7hSvu2M-fZfX;8ImsZY00-lKwZ;Jh1EzZe0-Rlvv;26,0;116000,0;Alugada;10.0;Medico;B;19800,0;11.48;0,0;0.17;N;4
J6dZnPSS-v6uB;COZiuNIa-y9xh;wWHLIkCJ-3sGt;32,0;67000,0;Alugada;11.0;Pagamento_Debitos;A;3000,0;7.14;0,0;0.04;N;9
Tn4FZtfq-XEu6;qLoM3Ex9-ts4t;ARCEJQ3t-Np2I;23,0;120000,0;Hipotecada;0.0;Pessoal;A;17000,0;8.94;0,0;0.14;N;2
2K9hiwdm-KRlZ;KZSgKuaB-R2uD;7rmk5Q0P-GQRv;27,0;42000,0;Hipotecada;2.0;Empreendimento;C;20000,0;12.84;0,0;0.48;Y;7
JTDL4rdY-ZX45;pw1D8xS2-dvfH;dctkd8zk-uYR6;28,0;30000,0;Alugada;0.0;Pessoal;B;8400,0;11.89;0,0;0.28;N;10
xZjlTQmr-sX7I;0DEl6qTs-hfiQ;PTHgNlLP-XvtB;22,0;50000,0;Hipotecada;0.0;Pagamento_Debitos;A;12800,0;5.79;0,0;0.26;N;2
hCN9YzAw-rbuv;HU0lINR1-Egn7;5XLGEWjd-5pmr;24,0;96000,0;Hipotecada;7.0;Pessoal;C;6000,0;13.92;0,0;0.06;N;3
68tLO9dS-mZ9H;t7zapY15-PIx1;6MH1gX3C-UEIY;30,0;96000,0;Alugada;4.0;Pessoal;C;12900,0;14.79;0,0;0.13;N;9
mwivaC2m-J7Ah;cj8Nhfti-PmpB;zzT6SzFm-KoIW;22,0;45691,0;Hipotecada;5.0;Empreendimento;A;7000,0;7.14;0,0;0.15;N;2
jgmGrEI0-QGQH;Lu2d9eLs-1r87;mJdeosU3-fwyw;23,0;58320,0;Alugada;4.0;Medico;B;4000,0;10.37;0,0;0.07;N;2
lcqRtNAK-T75K;NtKgv8vn-l8dm;ENB52L4g-FBDe;23,0;40000,0;Alugada;0.0;Empreendimento;A;3400,0;6.92;0,0;0.09;N;3
xcnIw91L-yPtC;s1OC4rGZ-FNb6;syma6Oqp-dCya;27,0;60000,0;Alugada;0.0;Empreendimento;B;20000,0;12.21;1,0;0.33;N;5
HXkmGbhS-zjfK;clSzq8QH-tcmH;RlTPoMn2-jbsg;22,0;33000,0;Alugada;1.0;Empreendimento;B;16000,0;10.99;1,0;0.48;N;2
CU0jmxGi-yTBC;cQX89EIn-SyWz;DD5Y5Y5K-vAci;27,0;35496,0;Alugada;2.0;Educativo;A;3200,0;7.88;0,0;0.09;N;6
KHGvPaoB-xMzG;HjH6q51S-7fIp;cMk5ZBUk-ywwO;24,0;72000,0;Hipotecada;2.0;Educativo;E;6000,0;16.77;0,0;0.08;Y;3
dwSkp0Uj-MGJS;2ROJg2fy-tcOS;LDo3lAMQ-eDP1;26,0;88000,0;Hipotecada;10.0;Melhora_Lar;A;3800,0;6.54;0,0;0.04;N;2
lgoTmJ6u-ytjx;Xs3tspNv-UTKp;HPgJRZBv-EiQ6;23,0;60000,0;Hipotecada;7.0;Educativo;A;12000,0;7.88;0,0;0.2;N;2
p0Jy8Omb-JRjx;UFgZL5in-ZwuG;oHMQQC8S-alSa;22,0;36000,0;Propria;6.0;Educativo;D;12000,0;15.21;0,0;0.33;Y;3
5cami8gq-avFI;b3BuLK6e-HWbi;9Yn62aKR-1IBk;25,0;49716,0;Hipotecada;6.0;Medico;A;8000,0;9.32;0,0;0.16;N;2
HwxsDg3N-sp6h;xT2DmxMc-Io61;X0m7Y4nB-vwHR;26,0;41400,0;Alugada;5.0;Pagamento_Debitos;B;7300,0;9.45;0,0;0.18;N;4
7mjL9GMI-aP7X;LrzplieH-sOgw;oHRlJ1or-ZOwp;41,0;28000,0;Propria;9.0;Educativo;A;2000,0;7.74;0,0;0.07;N;16
KWciQq69-jGYX;J9RxP6Pu-cn4N;gUdEo94J-YZHG;39,0;60000,0;Hipotecada;20.0;Medico;A;7000,0;7.68;0,0;0.12;N;15
W4SDF1sm-F8TO;dYWjFP38-WiGn;WWJzJo9m-kd68;27,0;42000,0;Hipotecada;11.0;Pessoal;A;3500,0;8.49;0,0;0.08;N;9
Hds7B4Mo-233B;Zq8xAYco-iZXA;p0YYjhhN-UeAT;24,0;80000,0;Alugada;5.0;Empreendimento;B;10000,0;11.14;0,0;0.13;N;4
SPyI9OBD-D8Ov;liNtyXY7-FQWb;MX6B497l-UIFm;24,0;54996,0;Alugada;2.0;Pessoal;B;23600,0;11.89;1,0;0.43;N;3
bRYeof0L-cqHI;0T2YFLWb-IZze;0Y1a64ag-4RLW;30,0;100000,0;Alugada;13.0;Pagamento_Debitos;A;12000,0;7.88;0,0;0.12;N;9
H1gALz6R-hW32;R4QTuEYh-HmEo;An6QcJde-7jN4;23,0;63000,0;Alugada;7.0;Educativo;C;5000,0;13.23;0,0;0.08;Y;4
YnrD28KG-7wCa;akoOEjeO-29Qy;SRrALMs6-QIEY;47,0;85000,0;Hipotecada;3.0;Melhora_Lar;A;10000,0;8.07;0,0;0.12;N;15
wt6BPAAd-P8h2;S5TjcPkl-uGbv;c1RwmsQI-5Bks;40,0;108000,0;Propria;0.0;Pessoal;A;3500,0;0.0;0,0;0.03;N;15
Xw48G3Ub-zfyl;9qAgSRYz-9TEO;rxjKKPyc-ERNu;27,0;37000,0;Alugada;0.0;Medico;B;9000,0;11.11;0,0;0.24;N;5
f8K56dJO-lIrn;dhjDkmQ6-vfXh;ydzvoxkn-vppy;24,0;26400,0;Propria;4.0;Empreendimento;A;9600,0;7.49;0,0;0.36;N;2
cTgPNN14-1cmc;uE3WIvsY-tivq;PgKX0hM0-Hhgh;36,0;24000,0;Alugada;20.0;Pagamento_Debitos;B;10000,0;11.86;1,0;0.42;N;15
xkkvG6o7-wMMd;ctn0I1oR-L5og;drG0HEtr-oUSB;26,0;29000,0;Hipotecada;1.0;Melhora_Lar;B;11200,0;11.14;1,0;0.39;N;4
YaaG5DZk-CUJp;dr0yAbp8-loib;0lOAMcop-hBQe;23,0;59000,0;Hipotecada;0.0;Educativo;B;21600,0;11.89;0,0;0.37;N;2
HFfhlzLR-Dbed;53fLCdKt-LlRs;36hkgpDq-GW6J;22,0;36000,0;Alugada;1.0;Educativo;A;1000,0;8.59;0,0;0.03;N;4
C6hoiurD-4ten;plDhKv5e-xW8Y;IdYfRylf-HM4A;25,0;30000,0;Alugada;2.0;Medico;B;2000,0;10.38;0,0;0.07;N;2
6hopmeuD-w3Ke;HhFnhAe2-XIcw;nOHQ895X-clrs;29,0;120000,0;Propria;10.0;Pessoal;B;18000,0;11.49;0,0;0.15;N;10
LXQSg3Bv-68Xf;U2GswccU-fUOT;r73dfQ6I-NSfX;22,0;37000,0;Hipotecada;6.0;Medico;B;2500,0;10.37;0,0;0.07;N;4
tTm1nl2h-WUbX;rt5WSyx1-x8Ds;rmdQq3yy-CBUy;31,0;62000,0;Hipotecada;4.0;Empreendimento;A;10500,0;0.0;0,0;0.15;N;4
O5mzA8KN-wtKC;LMaq9jH1-vlN0;ynZydWAO-txtl;35,0;273700,0;Hipotecada;8.0;Medico;D;25000,0;14.59;1,0;0.08;N;6
yv86b5Ow-ywPM;6SKos5FL-oMpz;5fljNp94-CFIG;26,0;105400,0;Hipotecada;6.0;Medico;D;24000,0;14.61;1,0;0.19;N;3
cbWvHOZa-FygL;HojZL354-uFr3;gZuKNU7S-uXdO;22,0;50000,0;Alugada;7.0;Medico;A;4000,0;7.4;0,0;0.08;N;2
pPqmmTfY-KReJ;IDga24hC-A4um;I7v0qyAN-YZjh;23,0;36000,0;Hipotecada;6.0;Pessoal;C;14000,0;12.99;0,0;0.39;Y;3
qD556LN1-xLhj;tbBlwjr4-QUry;2JaFtJWl-zC5t;28,0;72000,0;Hipotecada;13.0;Pessoal;C;16000,0;14.26;0,0;0.22;N;9
dYoE39RU-b55U;gTl9I4ZQ-qeTR;t3yheQ7t-dinf;22,0;86000,0;Hipotecada;7.0;Educativo;C;18000,0;13.48;1,0;0.21;N;2
SMkDCvbl-NgAD;D6uPOHRk-g06C;fcnBtY7U-SFuj;24,0;70000,0;Propria;8.0;Pessoal;B;24250,0;12.18;0,0;0.35;N;2
KB51zFtL-ClWz;BwclNgeY-J6iA;0fIioFlc-Ez1J;25,0;73000,0;Alugada;9.0;Pessoal;B;13600,0;11.99;0,0;0.19;N;2
EWWUAeo3-Mdz0;EkojReJB-xEDi;TJ695oYa-3NnU;29,0;35000,0;Alugada;1.0;Pagamento_Debitos;A;10625,0;7.9;0,0;0.3;N;8
JhNLIpyF-jHOc;YsoqitMY-I4h6;5B11So10-Eq1l;22,0;70000,0;Hipotecada;5.0;Empreendimento;C;8000,0;13.35;0,0;0.11;Y;2
